Location,Source,WMO,Lat,Lon,Altitude
ABU DHABI,IWEC Data,412170,24.43,54.65,27
BUENOS AIRES,IWEC Data,875760,-34.82,-58.53,20
CANBERRA,IWEC Data,949260,-35.3,149.18,577
Canberra Airport,RMY,949260,-35.3,149.2,580
Cobar,RMY,947110,-31.48,145.83,264
Coffs Harbour,RMY,947910,-30.32,153.12,6
Dubbo Airport,RMY,957190,-32.22,148.57,285
Moree Aero,RMY,955270,-29.48,149.83,218
Nowra RAN Air Station,RMY,947500,-34.95,150.53,105
Richmond RAAF,RMY,957530,-33.6,150.78,20
SYDNEY,IWEC Data,947670,-33.95,151.18,3
Sydney,RMY,947680,-33.85,151.2,40
Wagga Wagga,RMY,949100,-35.17,147.45,213
Williamtown RAAF,RMY,947760,-32.8,151.83,8
Alice Springs Airport,RMY,943260,-23.8,133.88,547
DARWIN,IWEC Data,941200,-12.4,130.87,30
Darwin Airport,RMY,941200,-12.42,130.88,35
Tennant Creek,RMY,942380,-19.63,134.18,377
Amberly,RMY,945680,-27.63,152.72,31
BRISBANE,IWEC Data,945780,-27.38,153.1,5
Charleville Aero,RMY,945100,-26.42,146.27,303
Gladstone Airport,RMY,943810,-23.87,151.22,17
Longreach Aero,RMY,943460,-23.43,144.28,192
Mackay,RMY,943670,-21.12,149.22,36
Mount Isa Aero,RMY,943320,-20.68,139.48,341
Oakey Aero,RMY,945520,-27.42,151.73,407
Rockhampton Aero,RMY,943740,-23.38,150.48,14
Townsville Aero,RMY,942940,-19.25,146.77,9
Weipa Aero,RMY,941700,-12.68,141.92,19
Willis Island,RMY,942990,-16.3,149.97,9
ADELAIDE,IWEC Data,946720,-34.93,138.52,4
Ceduna,RMY,946530,-32.13,133.7,16
Mount Gambier Aero,RMY,948210,-37.73,140.78,69
Woomera Aerodrome,RMY,946590,-31.15,136.82,168
Launceston Airport,RMY,949680,-41.53,147.2,178
Ballarat Aerodrome,RMY,948520,-37.52,143.78,436
Cape Otway Lighthouse,RMY,948420,-38.85,143.52,83
East Sale Airport,RMY,949070,-38.1,147.13,8
MELBOURNE,IWEC Data,948660,-37.67,144.83,141
Melbourne,RMY,948680,-37.82,144.97,32
Mildura Airport,RMY,946930,-34.23,142.08,53
Moorabbin Airport,RMY,948700,-37.98,145.1,13
Albany Airport,RMY,948020,-34.93,117.8,69
Broome Airport,RMY,942030,-17.95,122.23,9
Carnarvon Airport,RMY,943000,-24.88,113.67,8
Esperance,RMY,946380,-33.83,121.88,27
Forrest,RMY,956460,-30.83,128.12,160
Geraldton Airport,RMY,944030,-28.8,114.7,35
Halls Creek Airport,RMY,942120,-18.23,127.67,424
LEARMONTH,IWEC Data,943020,-22.23,114.08,6
Learmonth Airport,RMY,943020,-22.23,114.08,5
Mandurah,RMY,946050,-32.52,115.72,4
Meekatharra Airport,RMY,944300,-26.62,118.55,519
PERTH,IWEC Data,946100,-31.93,115.95,29
Perth Airport,RMY,946100,-31.93,115.97,20
PORT HEDLAND,IWEC Data,943120,-20.23,119.1,8
Port Hedland Airport,RMY,943120,-20.37,118.63,9
Swanbourne,RMY,946140,-31.95,115.77,20
Wyndham,RMY,942140,-15.48,128.12,16
GRAZ,IWEC Data,112400,47,15.43,347
INNSBRUCK,IWEC Data,111200,47.27,11.35,593
LINZ,IWEC Data,110100,48.23,14.2,313
SALZBURG,IWEC Data,111500,47.8,13,450
VIENNA_ SCHWECHAT,IWEC Data,110360,48.12,16.57,190
BRUSSELS,IWEC Data,64510,50.9,4.53,58
OOSTENDE,IWEC Data,64070,51.2,2.87,5
SAINT HUBERT,IWEC Data,64760,50.03,5.4,557
PLOVDIV,IWEC Data,156250,42.13,24.75,185
SOFIA,IWEC Data,156140,42.73,23.38,595
VARNA,IWEC Data,155520,43.2,27.92,43
BANJA LUKA,IWEC Data,132420,44.78,17.22,156
MINSK,IWEC Data,268500,53.87,27.53,234
BELIZE_INTL_AIRPORT,SWERA,785830,17.53,-88.3,5
LA PAZ,IWEC Data,852010,-16.52,-68.18,4042
BELEM,IWEC Data,821930,-1.38,-48.48,16
BOA_VISTA_(CIV/MIL),SWERA,820220,2.83,-60.7,140
BRASILIA,IWEC Data,833780,-15.87,-47.93,1061
BRASILIA_(CIV/MIL),SWERA,833780,-15.87,-47.93,1061
CAMPO_GRANDE_INTL,SWERA,836120,-20.47,-54.67,556
FLORIANOPOLIS_ARPT,SWERA,838990,-27.67,-48.55,5
MANAUS,SWERA,821110,-3.13,-60.02,72
PORTO_VELHO(CV/MIL),SWERA,828240,-8.77,-63.92,88
RECIFE,IWEC Data,828990,-8.1,-34.88,19
SALVADOR,SWERA,832480,-13.02,-38.52,51
SAO PAULO,IWEC Data,837800,-23.62,-46.65,803
BANDAR SERI BEGAWAN,IWEC Data,963150,4.93,114.93,15
Calgary Int'l,WYEC2-B-25110,718770,51.12,-114.02,1084
Edmonton Stony Plain,WYEC2-B-25145,711230,53.53,-114.1,723
Fort McMurray,WYEC2-B-25105,719320,56.65,-111.22,369
Grand Prairie,WYEC2-e-94803,719400,55.18,-118.88,669
Lethbridge,WYEC2-e-71243,712430,49.63,-112.8,921
Medicine Hat,WYEC2-B-25118,718720,50.02,-110.72,716
Abbotsford,WYEC2-B-24288,711080,49.03,-122.37,58
Comox,WYEC2-B-24292,718930,49.72,-124.9,24
Cranbrook,WYEC2-e-94157,718800,49.6,-115.78,940
Fort St John,WYEC2-B-25231,719430,56.23,-120.73,695
Kamloops,WYEC2-B-25220,718870,50.7,-120.45,346
Port Hardy,WYEC2-B-25223,711090,50.68,-127.37,22
Prince George,WYEC2-B-25206,718960,53.88,-122.68,691
Prince Rupert,WYEC2-B-25353,718980,54.3,-130.43,34
Sandspit,WYEC2-B-25346,711010,53.25,-131.82,6
Smithers,WYEC2-B-25225,719500,54.82,-127.18,523
Summerland,WYEC2-B-94152,717680,49.57,-119.65,479
Vancouver Int'l,WYEC2-B-94238,718920,49.18,-123.17,2
Victoria Int'l,WYEC2-B-24297,717990,48.65,-123.43,19
Brandon,WYEC2-e-14997,711400,49.92,-99.95,409
Churchill,WYEC2-B-15901,719130,58.75,-94.07,29
The Pas,WYEC2-B-25004,718670,53.97,-101.1,271
Winnipeg Int'l,WYEC2-B-14996,718520,49.9,-97.23,239
Fredericton,WYEC2-B-14670,717000,45.87,-66.53,20
Miramichi,WYEC2-e-71744,717440,47.02,-65.45,33
Saint John,WYEC2-B-14643,716090,45.32,-65.88,109
Gander Int'l,WYEC2-B-14509,718030,48.95,-54.57,151
Goose,WYEC2-B-15601,718160,53.32,-60.37,49
St John's,WYEC2-B-14521,718010,47.62,-52.73,140
Stephenville,WYEC2-B-14503,718150,48.53,-58.55,26
Greenwood,WYEC2-B-14636,713970,44.98,-64.92,28
Sable Island,WYEC2-B-14642,716000,43.93,-60.02,4
Shearwater,WYEC2-B-14633,716010,44.63,-63.5,51
Sydney,WYEC2-B-14646,717070,46.17,-60.05,62
Inuvik Ua,WYEC2-B-22258,719570,68.3,-133.48,68
Yellowknife,WYEC2-B-26110,719360,62.47,-114.45,206
Resolute,WYEC2-B-17901,719240,74.72,-94.98,67
London,WYEC2-B-94805,716230,43.03,-81.15,278
Mount Forest,WYEC2-B-94857,716310,43.98,-80.75,415
North Bay,WYEC2-B-04705,717310,46.35,-79.43,371
Ottawa Int'l,WYEC2-B-04772,716280,45.32,-75.67,114
Sault Ste Marie,WYEC2-B-94842,712600,46.48,-84.52,192
Thunder Bay,WYEC2-B-94804,717490,48.37,-89.32,199
Timmins,WYEC2-e-94831,717390,48.57,-81.37,295
Toronto Int'l,WYEC2-B-04714,716240,43.67,-79.63,173
Trenton,WYEC2-B-04715,716210,44.12,-77.53,86
Windsor,WYEC2-B-94810,715380,42.27,-82.97,190
Charlottetown CDA,WYEC2-B-14688,717060,46.28,-63.13,54
Bagotville,WYEC2-B-94795,717270,48.33,-71,159
Baie Comeau,WYEC2-B-14627,711870,49.13,-68.2,22
Kuujjuarapik,WYEC2-B-15701,719050,55.28,-77.77,12
Kuujuaq,WYEC2-B-15605,719060,58.1,-68.42,37
La Grande Riviere,WYEC2-B-73715,718270,53.63,-77.7,195
Lake Eon,WYEC2-B-CAN07,714210,51.87,-63.28,561
Mont Joli,WYEC2-B-14639,717180,48.6,-68.22,52
Montreal Int'l,WYEC2-B-94792,716270,45.47,-73.75,36
Quebec City,WYEC2-B-04708,717080,46.8,-71.38,73
Riviere Du Loup,WYEC2-B-CAN12,717150,47.8,-69.55,148
Roberval,WYEC2-B-04752,717280,48.52,-72.27,179
Schefferville,WYEC2-B-15619,718280,54.8,-66.82,521
Sherbrooke,WYEC2-B-04785,716100,45.43,-71.68,241
St Hubert,WYEC2-B-04712,713710,45.52,-73.42,27
Ste Agathe Des Monts,WYEC2-B-04790,717200,46.05,-74.28,395
Val d'Or,WYEC2-B-04730,717250,48.07,-77.78,337
Estevan,WYEC2-B-24092,718620,49.22,-102.97,581
North Battleford,WYEC2-B-25012,718760,52.77,-108.25,548
Regina,WYEC2-B-25005,718630,50.43,-104.67,577
Saskatoon,WYEC2-B-25015,718660,52.17,-106.68,504
Swift Current,WYEC2-B-25028,714460,50.28,-107.68,818
Whitehorse,WYEC2-B-26316,719640,60.72,-135.07,703
GENEVA,IWEC Data,67000,46.25,6.13,416
ANTOFAGASTA,IWEC Data,854420,-23.43,-70.43,120
CONCEPCION,IWEC Data,856820,-36.77,-73.05,16
PUNTA ARENAS,IWEC Data,859340,-53,-70.85,37
SANTIAGO,IWEC Data,855740,-33.38,-70.78,476
Anqing,CSWD,584240,30.53,117.05,19.8
Bengbu,CSWD,582210,32.95,117.38,18.7
Boxian,CSWD,581020,33.87,115.77,37.7
Hefei,CSWD,583210,31.87,117.23,26.8
HEFEI/LUOGANG,SWERA,583210,31.87,117.23,36
Huoshan,CSWD,583140,31.4,116.32,68.1
Beijing,CSWD,545110,39.8,116.47,31.3
BEIJING,IWEC Data,545110,39.8,116.47,32
BEIJING/PEKING,SWERA,545110,39.93,116.28,55
Chongqing Shapingba,CSWD,575160,29.58,106.47,259.1
CHONGQING/CHUNGKING,SWERA,575160,29.52,106.48,351
Youyang,CSWD,576330,28.83,108.77,664.1
Fuzhou,CSWD,588470,26.08,119.28,4
Nanping,CSWD,588340,26.65,118.17,125.1
Xiamen,CSWD,591340,24.48,118.07,139.4
Yongan,CSWD,589210,25.97,117.35,206
Dunhuang,CSWD,524180,40.15,94.68,1139
Hezuo,CSWD,560800,35,102.9,2910
Jiuquan,CSWD,525330,39.77,98.48,1477.2
Lanzhou,CSWD,528890,36.05,103.88,1517.2
LANZHOU,IWEC Data,528890,36.05,103.88,1518
LANZHOU,SWERA,528890,36.05,103.88,1518
Minqin,CSWD,526810,38.63,103.08,1367.5
MINQIN,SWERA,526810,38.77,103.1,1367
Pingliang,CSWD,539150,35.55,106.67,1346.6
Tianshui,CSWD,570060,34.58,105.75,1141.7
Wudu,CSWD,560960,33.4,104.92,1079.1
WUDU,SWERA,560960,33.4,104.92,1079
Wushaoling,CSWD,527870,37.2,102.87,3045.1
Xifengzhen,CSWD,539230,35.73,107.63,1421
Yumenzhen,CSWD,524360,40.27,97.03,1526
YUMENZHEN,SWERA,524360,40.27,97.03,1527
Guangzhou,CSWD,592870,23.17,113.33,41
GUANGZHOU,IWEC Data,592870,23.13,113.32,8
Heyuan,CSWD,592930,23.73,114.68,40.6
Shantou,CSWD,593160,23.4,116.68,2.9
Shanwei,CSWD,595010,22.8,115.37,17.3
Shaoguan,CSWD,590820,24.68,113.6,61
SHENZHEN,SWERA,594930,22.55,114.1,18
Yangjiang,CSWD,596630,21.87,111.97,23.3
Baise,CSWD,592110,23.9,106.6,173.5
Guilin,CSWD,579570,25.32,110.3,164.4
Guiping,CSWD,592540,23.4,110.08,42.5
Hechi,CSWD,590230,24.7,108.05,211
Longzhou,CSWD,594170,22.33,106.85,128.8
Nanning,CSWD,594310,22.63,108.22,121.6
Qinzhou,CSWD,596320,21.95,108.62,4.5
Wuzhou,CSWD,592650,23.48,111.3,114.8
Bijie,CSWD,577070,27.3,105.28,1510.6
Guiyang,CSWD,578160,26.58,106.73,1223.8
GUIYANG,SWERA,578160,26.58,106.72,1074
Sansui,CSWD,578320,26.97,108.67,626.9
Weining,CSWD,566910,26.87,104.28,2237.5
Xingyi,CSWD,579020,25.43,105.18,1378.5
Zunyi,CSWD,577130,27.7,106.88,843.9
Dongfang,CSWD,598380,19.1,108.62,8.4
Haikou,CSWD,597580,20.03,110.35,13.9
Qionghai,CSWD,598550,19.23,110.47,24
Chengde,CSWD,544230,40.98,117.95,385.9
Fengning,CSWD,543080,41.22,116.63,661.2
Huailai,CSWD,544050,40.4,115.5,536
Leting,CSWD,545390,39.43,118.88,10
Shijiazhuang,CSWD,536980,38.03,114.42,81
Xingtai,CSWD,537980,37.07,114.5,77.3
Anda,CSWD,508540,46.38,125.32,149.3
Fujin,CSWD,507880,47.23,131.98,66.4
Hailun,CSWD,507560,47.43,126.97,239.2
Harbin,CSWD,509530,45.75,126.77,142.3
HARBIN,IWEC Data,509530,45.72,126.68,143
HARBIN,SWERA,509530,45.75,126.77,143
Huma,CSWD,503530,51.72,126.65,177.4
Jixi,CSWD,509780,45.28,130.95,238.3
Keshan,CSWD,506580,48.05,125.88,234.6
Mohe,CSWD,501360,52.97,122.52,433
Mudanjiang,CSWD,540940,44.57,129.6,241.4
Nenjiang,CSWD,505570,49.17,125.23,242.2
Qiqihar,CSWD,507450,47.38,123.92,147.1
Shangzhi,CSWD,509680,45.22,127.97,189.7
Suifenhe,CSWD,540960,44.38,131.17,567.8
Sunwu,CSWD,505640,49.43,127.35,234.5
Tonghe,CSWD,509630,45.97,128.73,108.6
Anyang,CSWD,538980,36.05,114.4,62.9
Lushi,CSWD,570670,34.05,111.03,568.8
Nanyang,CSWD,571780,33.03,112.58,129.2
Xinyang,CSWD,572970,32.13,114.05,114.5
Zhengzhou,CSWD,570830,34.72,113.65,110.4
Zhumadian,CSWD,572900,33,114.02,82.7
HONG KONG,CityUHK-45007,450070,22.32,114.17,65
Exi,CSWD,574470,30.28,109.47,457.1
Laohekou,CSWD,572650,32.38,111.67,90
Macheng,CSWD,573990,31.18,115.02,59.3
Wuhan,CSWD,574940,30.62,114.13,23.1
WUHAN/NANHU,SWERA,574940,30.62,114.13,23
Yichang,CSWD,574610,30.7,111.3,133.1
Zhongxiang,CSWD,573780,31.17,112.57,65.8
Changde,CSWD,576620,29.05,111.68,35
Changsha,CSWD,576870,28.22,112.92,68
CHANGSHA,SWERA,576870,28.23,112.87,68
Lingling,CSWD,578660,26.23,111.62,172.6
Wugang,CSWD,578530,26.73,110.63,341
Zhijiang,CSWD,577450,27.45,109.68,272.2
Dongtai,CSWD,582510,32.87,120.32,4.3
Ganyu,CSWD,580400,34.83,119.12,3.3
Lusi,CSWD,582650,32.07,121.6,5.5
Nanjing,CSWD,582380,32.83,118.8,7.1
Xuzhou,CSWD,580270,34.28,117.15,41.2
Ganzhou,CSWD,579930,25.87,115,137.5
Jian,CSWD,577990,27.05,114.92,71.2
Jingdezhen,CSWD,585270,29.3,117.2,61.5
Nanchang,CSWD,586060,28.6,115.92,46.9
Nancheng,CSWD,587150,27.58,116.65,80.8
NANCHENG,SWERA,587150,27.58,116.65,82
NANJING/NANKING,SWERA,582380,32,118.8,12
Yichun,CSWD,577930,27.8,114.38,131.3
Changchun,CSWD,541610,43.9,125.22,236.8
Dunhua,CSWD,541860,43.37,128.2,524.9
Linjiang,CSWD,543740,41,126.92,332.7
Qian Gorlos,CSWD,509490,45.08,124.87,136.2
Siping,CSWD,541570,43.17,124.33,165.7
Yanji,CSWD,542920,42.88,129.47,176.8
KASHI,SWERA,517090,39.47,75.98,1291
KUQA,SWERA,516440,41.72,82.95,1100
YINING,SWERA,514310,43.95,81.33,663
HOTAN,SWERA,518280,37.13,79.93,1375
Benxi,CSWD,543460,41.32,123.78,185.4
Chaoyang,CSWD,543240,41.55,120.45,169.9
Dalian,CSWD,546620,38.9,121.63,91.5
DALIAN/DAIREN/LUDA,SWERA,546620,38.9,121.63,97
Dandong,CSWD,544970,40.05,124.33,13.8
Jinzhou,CSWD,543370,41.68,121.12,65.9
Kuandian,CSWD,544930,40.72,124.78,260.1
Shenyang,CSWD,543420,41.73,123.45,44.7
SHENYANG,IWEC Data,543420,41.78,123.48,43
Yingkou,CSWD,544710,40.67,122.27,3.3
Zhangwu,CSWD,542360,42.42,122.53,79.4
Abag Qi Hot,CSWD,531920,44.02,114.95,1126.1
Arxan,CSWD,507270,47.17,119.93,997.2
Bailingmiao,CSWD,533520,41.7,110.43,1376.6
BAILING-MIAO,SWERA,533520,41.7,110.43,1377
Bairin Zuo Qi,CSWD,540270,43.98,119.4,486.2
Bayan Mod,CSWD,524950,40.17,104.8,1323
Bugt,CSWD,506320,48.77,121.92,739.7
BUGT,SWERA,506320,48.77,121.92,739
Chifeng,CSWD,542180,42.27,118.93,568
Dong Ujimqin Qi,CSWD,509150,45.52,116.97,838.9
Dongsheng,CSWD,535430,39.83,109.98,1461.9
Duolun,CSWD,542080,42.18,116.47,1245.4
Ejin Qi,CSWD,522670,41.95,101.07,940.5
EJIN_QI,SWERA,522670,41.95,101.07,941
Erenhot,CSWD,530680,43.65,111.97,964.7
Hailar,CSWD,505270,49.22,119.75,610.2
Hailisu,CSWD,532310,41.4,106.4,1509.6
Haliut,CSWD,533360,41.57,108.52,1288
Hohhot,CSWD,534630,40.82,111.68,1063
Huade,CSWD,533910,41.9,114,1482.7
HUADE,SWERA,533910,41.9,114,1484
Jartai,CSWD,535020,39.78,105.75,1031.8
JARTAI,SWERA,535020,39.78,105.75,1033
Jarud Qi,CSWD,540260,44.57,120.9,265
Jurh,CSWD,532760,42.4,112.9,1150.8
Linxi,CSWD,541150,43.6,118.07,799.5
LINXI,SWERA,541150,43.6,118.07,800
Otog Qi,CSWD,535290,39.1,107.98,1380.3
Tongliao,CSWD,541350,43.6,122.27,178.7
TONGLIAO,SWERA,541350,43.6,122.27,180
Tulihe,CSWD,504340,50.48,121.68,732.6
Xi Ujimqin Qi,CSWD,540120,44.58,117.6,995.9
Xilinhot,CSWD,541020,43.95,116.12,1003
Yanchi,CSWD,537230,37.8,107.38,1349.3
Yinchuan,CSWD,536140,38.48,106.22,1111.4
Daqaidam,CSWD,527130,37.85,95.37,3173.2
Darlag,CSWD,560460,33.75,99.65,3967.5
Dulan Us,CSWD,528360,36.3,98.1,3191.1
Gangca,CSWD,527540,37.33,100.13,3301.5
Golmud,CSWD,528180,36.42,94.9,2807.6
DELINGHA,SWERA,527370,37.37,97.37,2982
Lenghu,CSWD,526020,38.75,93.33,2770
Madoi,CSWD,560330,34.92,98.22,4272.3
MADOI/HUANGHEYAN,SWERA,560330,34.92,98.22,4273
MANGNAI,SWERA,518860,38.25,90.85,2945
Qumarleb,CSWD,560210,34.13,95.78,4175
Tuotuohe,CSWD,560040,34.22,92.43,4533.1
TUOTUOHE/TANGGULASH,SWERA,560040,34.22,92.43,4535
Xining,CSWD,528660,36.72,101.75,2295.2
Yushu,CSWD,560290,33.02,97.02,3681.2
ANKANG/XING'AN,SWERA,572450,32.72,109.03,291
Ankangan,CSWD,572450,32.72,109.03,290.8
BAOJI,SWERA,570160,34.35,107.13,610
Hanzhong,CSWD,571270,33.07,107.03,509.5
Xian,CSWD,570360,34.3,108.93,397.5
Yanan,CSWD,538450,36.6,109.5,958.5
Yulin,CSWD,536460,38.23,109.7,1057.5
YULIN,SWERA,536460,38.23,109.7,1058
Chaoyang,CSWD,548080,36.23,115.67,37.8
Chengshantou,CSWD,547760,37.4,122.68,47.7
Huimin Xian,CSWD,547250,37.48,117.53,11.7
Jinan,CSWD,548230,36.6,117.05,170.3
Longkou,CSWD,547530,37.62,120.32,4.8
Weifang,CSWD,548430,36.75,119.18,22.2
Yanzhou,CSWD,549160,35.57,116.85,51.7
Shanghai,CSWD,583620,31.4,121.45,5.5
SHANGHAI/HONGQIAO,SWERA,583620,31.17,121.43,7
SHANGHAI,IWEC Data,583670,31.17,121.43,7
Datong,CSWD,534870,40.1,113.33,1067.2
Jiexiu,CSWD,538630,37.03,111.92,743.9
Taiyuan,CSWD,537720,37.78,112.55,778.3
Yuanping,CSWD,536730,38.73,112.72,828.2
Yuncheng,CSWD,539590,35.05,111.05,365
Yushe,CSWD,537870,37.07,112.98,1041.4
Barkam,CSWD,561720,31.9,102.23,2664.4
BATANG,SWERA,562470,30,99.1,2589
Chengdu,CSWD,562940,30.67,104.02,506.1
CHENGDU,SWERA,562940,30.67,104.02,508
Garze,CSWD,561460,31.62,100,3393.5
Garze,SWERA,561460,31.62,100,3394
Huili,CSWD,566710,26.65,102.25,1787.3
HUILI,SWERA,566710,26.65,102.25,1788
Jiulong,CSWD,564620,29,101.5,2987.3
Litang,CSWD,562570,30,100.27,3948.9
Luzhou,CSWD,576020,28.88,105.43,334.8
Mianyang,CSWD,561960,31.45,104.73,522.7
Nanchong,CSWD,574110,30.78,106.1,309.7
Songpan,CSWD,561820,32.65,103.57,2850.7
Wanyuan,CSWD,572370,32.07,108.03,674
Xichang,CSWD,565710,27.9,102.27,1590.9
Yibin,CSWD,564920,28.8,104.6,340.8
Tianjin,CSWD,545270,39.08,117.07,2.5
Lhasa,CSWD,555910,29.67,91.13,3648.9
LHASA,SWERA,555910,29.67,91.13,3650
Nyingchi,CSWD,563120,29.67,94.33,2991.8
NYINGCHI,SWERA,563120,29.57,94.47,3001
PAGRI,SWERA,557730,27.73,89.08,4301
Qamdo,CSWD,561370,31.15,97.17,3306
URUMQI,IWEC Data,514630,43.83,87.53,786
Altay,CSWD,510760,47.73,88.08,735.3
ALTAY,SWERA,510760,47.73,88.08,737
Bachu,CSWD,517160,39.8,78.57,1116.5
Fuyun,CSWD,510870,46.98,89.52,807.5
Hami,CSWD,522030,42.82,93.52,737.2
Hoboksar,CSWD,511560,46.78,85.72,1291.6
Hotan,CSWD,518280,37.13,79.93,1375
Jinghe,CSWD,513340,44.62,82.9,320.1
Karamay,CSWD,512430,45.62,84.85,449.5
Kashi,CSWD,517090,39.47,75.98,1289.4
Kuqa,CSWD,516440,41.72,83.07,1081.9
Minfeng,CSWD,518390,37.07,82.72,1409.5
Ruoqiang,CSWD,517770,39.03,88.17,887.7
Shache,CSWD,518110,38.43,77.27,1231.2
Tacheng,CSWD,511330,46.73,83,534.9
Tikanlik,CSWD,517650,40.63,87.7,846
Turpan,CSWD,515730,42.93,89.2,34.5
TURPAN,SWERA,515730,42.93,89.2,37
Urumqi,CSWD,514630,43.78,87.65,935
Yining,CSWD,514310,43.95,81.33,662.5
Chuxiong,CSWD,567680,25.03,101.55,1824.1
Deqen,CSWD,564440,28.48,98.92,3319
Kunming,CSWD,567780,25.02,102.68,1892.4
KUNMING,IWEC Data,567780,25.02,102.68,1892
KUNMING/WUJIABA,SWERA,567780,25.02,102.68,1892
Lancang,CSWD,569540,22.57,99.93,1054.8
Lijiang,CSWD,566510,26.87,100.22,2392.4
Lincang,CSWD,569510,23.88,100.08,1502.4
Mengla,CSWD,569690,21.48,101.57,631.9
Mengzi,CSWD,569850,23.38,103.38,1300.7
Simao,CSWD,569640,22.78,100.97,1302.1
Tengchong,CSWD,567390,25.02,98.5,1654.6
Yuanjiang,CSWD,569660,23.6,101.98,400.9
Dinghai,CSWD,584770,30.03,122.1,35.7
Hangzhou,CSWD,584570,30.23,120.17,41.7
HANGZHOU/JIANQIAO,SWERA,584570,30.23,120.17,43
Quxian,CSWD,586330,29,118.9,82.4
Wenzhou,CSWD,586590,28.03,120.65,28.3
BOGOTA,IWEC Data,802220,4.7,-74.13,2548
GUANTANAMO_BAY_NAS,SWERA,783670,19.9,-75.22,17
Guantanamo Bay,TMY--11706,783670,19.9,-75.15,17
HAVANA,IWEC Data,782240,22.98,-82.4,59
Santiago de Cuba,SWERA,782640,19.97,-75.85,69
VARADERO,SWERA,782290,23.13,-81.28,3
LARNACA,IWEC Data,176090,34.88,33.63,2
Climate Zone 1,CTZRV2,725945,40.8,-124.2,13
Climate Zone 3,CTZRV2,724930,37.7,-122.2,2
