Location,Source,WMO,Lat,Lon,Altitude
Cut Bank,TMY--24137,727796,48.6,-112.37,1175
Cut Bank Muni Ap,TMY3,727796,48.6,-112.37,1170
Dillon,TMY--24138,726796,45.25,-112.55,1597
GLASGOW,TMY2-94008,727680,48.22,-106.62,700
Glasgow,TMY--94008,727680,48.22,-106.62,700
Glasgow Intl Arpt,TMY3,727680,48.22,-106.62,699
Glendive Awos,TMY3,726676,47.13,-104.8,749
GREAT_FALLS,TMY2-24143,727755,47.48,-111.37,1116
Great Falls/Malmstrom,TMY--24143,727750,47.5,-111.18,1075
Great Falls Intl Arpt,TMY3,727750,47.47,-111.38,1117
HELENA,TMY2-24144,727720,46.6,-112,1188
Helena,TMY--24144,727720,46.6,-112,1188
Helena Regional Airport,TMY3,727720,46.6,-111.97,1167
KALISPELL,TMY2-24146,727790,48.3,-114.27,904
LEWISTOWN,TMY2-24036,726776,47.05,-109.45,1264
Lewistown,TMY--24036,726776,47.05,-109.47,1270
Lewistown Municipal Arpt,TMY3,726776,47.05,-109.45,1263
MILES_CITY,TMY2-24037,742300,46.43,-105.87,803
Miles City,TMY--24037,742300,46.43,-105.87,801
Miles City Municipal Arpt,TMY3,742300,46.43,-105.88,801
MISSOULA,TMY2-24153,727730,46.92,-114.08,972
Missoula,TMY--24153,727730,46.92,-114.08,972
Missoula International Ap,TMY3,727730,46.92,-114.1,973
ASHEVILLE,TMY2-03812,723150,35.43,-82.53,661
Asheville,TMY-- 3812,723150,35.43,-82.55,661
Asheville Regional Arpt,TMY3,723150,35.43,-82.53,652
Cape Hatteras,TMY--93729,723040,35.27,-75.55,3
CAPE_HATTERAS,TMY2-93729,723040,35.27,-75.55,2
Cape Hatteras Nws Bldg,TMY3,723040,35.27,-75.55,3
CHARLOTTE,TMY2-13881,723140,35.22,-80.93,234
Cherry Point MCAS,TMY--13754,723090,34.9,-76.88,11
Cherry Point Mcas,TMY3,723090,34.9,-76.88,11
Fayetteville Rgnl G,TMY3,723035,34.98,-78.88,59
GREENSBORO,TMY2-13723,723170,36.08,-79.95,270
Hickory Regional Ap,TMY3,723145,35.73,-81.38,348
Jacksonville  Awos,TMY3,723069,34.83,-77.62,29
New River Mcaf,TMY3,723096,34.7,-77.38,5
Pitt Greenville Arp,TMY3,723065,35.63,-77.4,8
WILMINGTON,TMY2-13748,723013,34.27,-77.9,9
Wilmington International Arpt,TMY3,723013,34.27,-77.9,9
BISMARCK,TMY2-24011,727640,46.77,-100.75,502
Bismarck,TMY--24011,727640,46.77,-100.75,506
Bismarck Municipal Arpt  Isis,TMY3,727640,46.77,-100.77,502
Devils Lake Awos,TMY3,727573,48.12,-98.92,443
Dickinson Municipal Ap,TMY3,727645,46.8,-102.8,788
FARGO,TMY2-14914,727530,46.9,-96.8,274
Grand Forks Af,TMY3,727575,47.97,-97.4,276
Grand Forks International Ap,TMY3,727576,47.95,-97.18,256
Jamestown Municipal Arpt,TMY3,727535,46.92,-98.68,455
MINOT,TMY2-24013,727676,48.27,-101.28,522
Minot Afb,TMY3,727675,48.42,-101.35,497
Minot/Int'l Airport,TMY--24013,727676,48.27,-101.28,523
Minot Faa Ap,TMY3,727676,48.27,-101.28,523
Ainsworth Municipal,TMY3,725556,42.58,-100,789
Alliance Municipal,TMY3,725635,42.05,-102.8,1198
Beatrice Municipal,TMY3,725515,40.3,-96.75,403
Columbus Muni,TMY3,725565,41.45,-97.33,451
Fremont Muni Arpt,TMY3,725564,41.45,-96.52,379
GRAND_ISLAND,TMY2-14935,725520,40.97,-98.32,566
Hastings Municipal,TMY3,725525,40.6,-98.43,596
Kearney Muni  Awos,TMY3,725526,40.73,-99,649
Lincoln Municipal Arpt,TMY3,725510,40.83,-96.77,357
Mccook Municipal,TMY3,725625,40.2,-100.58,786
NORFOLK,TMY2-14941,725560,41.98,-97.43,471
NORTH_PLATTE,TMY2-24023,725620,41.13,-100.68,849
North Platte,TMY--24023,725620,41.13,-100.68,849
North Platte Regional Ap,TMY3,725620,41.12,-100.67,847
OMAHA,TMY2-94918,725500,41.37,-96.52,404
Omaha Wsfo,TMY3,725530,41.37,-96.02,399
SCOTTSBLUFF,TMY2-24028,725660,41.87,-103.6,1206
Sidney Municipal Ap,TMY3,725610,41.1,-102.98,1313
Tekamah  Asos,TMY3,725527,41.77,-96.17,312
Berlin Municipal,TMY3,726160,44.58,-71.18,353
CONCORD,TMY2-14745,726050,43.2,-71.5,105
Concord,TMY--14745,726050,43.2,-71.5,105
Concord Municipal Arpt,TMY3,726050,43.2,-71.5,106
Laconia Muni  Awos,TMY3,726155,43.57,-71.42,166
Lebanon Municipal,TMY3,726116,43.63,-72.3,182
Manchester Airport,TMY3,743945,42.93,-71.43,69
Mount Washington,TMY3,726130,44.27,-71.3,1910
Pease Intl Tradepor,TMY3,726055,43.08,-70.82,31
ATLANTIC_CITY,TMY2-93730,724070,39.45,-74.57,20
Atlantic City Intl Ap,TMY3,724070,39.45,-74.57,18
Cape May Co,TMY3,745966,39,-74.92,7
Lakehurst NAS,TMY--14780,724096,40.03,-74.7,34
Mcguire Afb,TMY3,724096,40.02,-74.6,45
Millville Municipal Ap,TMY3,724075,39.37,-75.08,21
NEWARK,TMY2-14734,725020,40.7,-74.17,9
Newark,TMY--14734,725020,40.7,-74.17,9
Newark International Arpt,TMY3,725020,40.72,-74.18,3
Teterboro Airport,TMY3,725025,40.85,-74.07,3
ALBUQUERQUE,TMY2-23050,723650,35.05,-106.62,1619
Albuquerque,TMY--23050,723650,35.05,-106.62,1620
Albuquerque Intl Arpt  Isis,TMY3,723650,35.04,-106.62,1619
Carlsbad Cavern City Air Term,TMY3,722687,32.33,-104.27,985
Clayton,TMY--23051,723600,36.45,-103.15,1511
Clayton Municipal Airpark,TMY3,723600,36.45,-103.15,1512
Clovis Muni   Awos,TMY3,722689,34.43,-103.08,1284
Holloman Afb,TMY3,747320,32.85,-106.1,1248
Roswell,TMY--23043,722680,33.3,-104.53,1112
Roswell Industrial Air Park,TMY3,722680,33.3,-104.53,1112
Taos Muni Apt Awos,TMY3,723663,36.45,-105.67,2161
Truth or Consequences,TMY--93045,722710,33.23,-107.25,1478
Truth Or Consequences Muni Ap,TMY3,722710,33.23,-107.27,1478
ELKO,TMY2-24121,725825,40.83,-115.78,1547
Elko,TMY--24121,725825,40.83,-115.78,1565
Elko Municipal Arpt,TMY3,725825,40.83,-115.8,1548
ELY,TMY2-23154,724860,39.28,-114.85,1906
Fallon Naas,TMY3,724885,39.42,-118.72,1199
LAS_VEGAS,TMY2-23169,723860,36.08,-115.17,664
Nellis Afb,TMY3,723865,36.25,-115.03,573
RENO,TMY2-23185,724880,39.5,-119.78,1341
TONOPAH,TMY2-23153,724855,38.07,-117.13,1653
Tonopah,TMY--23153,724855,38.05,-117.08,1654
Tonopah Airport,TMY3,724855,38.07,-117.08,1655
WINNEMUCCA,TMY2-24128,725830,40.9,-117.8,1323
Winnemucca,TMY--24128,725830,40.9,-117.8,1315
Winnemucca Municipal Arpt,TMY3,725830,40.9,-117.8,1310
ALBANY,TMY2-14735,725180,42.75,-73.8,89
Albany,TMY--14735,725180,42.75,-73.8,89
Albany County Ap,TMY3,725180,42.75,-73.8,84
BINGHAMTON,TMY2-04725,725150,42.22,-75.98,499
BUFFALO,TMY2-14733,725280,42.93,-78.73,215
Elmira Corning Regional Ap,TMY3,725156,42.17,-76.9,291
Jamestown  Awos,TMY3,725235,42.15,-79.27,525
MASSENA,TMY2-94725,726223,44.93,-74.85,63
Massena,TMY--94725,726223,44.93,-74.85,65
Massena Ap,TMY3,726223,44.93,-74.85,65
Monticello Awos,TMY3,725145,41.7,-74.8,428
Niagara Falls Af,TMY3,725287,43.1,-78.95,180
Republic,TMY3,744864,40.72,-73.42,26
ROCHESTER,TMY2-14768,725290,43.12,-77.67,169
SYRACUSE,TMY2-14771,725190,43.12,-76.12,124
Watertown Ap,TMY3,726227,44,-76.02,97
AKRON,TMY2-14895,725210,40.92,-81.43,377
Akron/Canton,TMY--14895,725210,40.92,-81.43,377
Akron Akron Canton Reg Ap,TMY3,725210,40.92,-81.43,368
CLEVELAND,TMY2-14820,725240,41.4,-81.85,245
COLUMBUS,TMY2-14821,724280,40,-82.88,254
DAYTON,TMY2-93815,745700,39.9,-84.22,306
Dayton International Airport,TMY3,724290,39.9,-84.22,305
Findlay Airport,TMY3,725366,41.02,-83.67,244
MANSFIELD,TMY2-14891,725246,40.82,-82.52,395
Ohio State Universi,TMY3,724288,40.07,-83.07,283
TOLEDO,TMY2-94830,725360,41.6,-83.8,211
Toledo,TMY--94830,725360,41.6,-83.8,211
Toledo Express Airport,TMY3,725360,41.58,-83.8,204
YOUNGSTOWN,TMY2-14852,725250,41.27,-80.67,361
Youngstown,TMY--14852,725250,41.27,-80.67,361
Youngstown Regional Airport,TMY3,725250,41.25,-80.67,360
Zanesville Municipal Ap,TMY3,724286,39.95,-81.9,268
Altus Afb,TMY3,723520,34.65,-99.27,414
Clinton Sherman,TMY3,723526,35.33,-99.2,586
Gage Airport,TMY3,723527,36.3,-99.77,668
Hobart Municipal Ap,TMY3,723525,35,-99.05,478
Lawton Municipal,TMY3,723575,34.57,-98.42,338
Mcalester Municipal Ap,TMY3,723566,34.9,-95.78,232
OKLAHOMA_CITY,TMY2-13967,723530,35.4,-97.6,397
Ponca City Municipal Ap  Sgp,TMY3,723546,36.61,-97.49,318
Stillwater Rgnl,TMY3,723545,36.15,-97.08,308
TULSA,TMY2-13968,723560,36.2,-95.9,206
Tulsa,TMY--13968,723560,36.2,-95.9,206
Tulsa International Airport,TMY3,723560,36.2,-95.88,198
Vance Afb,TMY3,723535,36.33,-97.92,408
ASTORIA,TMY2-94224,727910,46.15,-123.88,7
Astoria,TMY--94224,727910,46.15,-123.88,7
Astoria Regional Airport,TMY3,727910,46.15,-123.88,3
Aurora State,TMY3,726959,45.25,-122.77,60
Baker Municipal Ap,TMY3,726886,44.83,-117.82,1027
BURNS,TMY2-94185,726830,43.58,-119.05,1271
Burns Municipal Arpt  Uo,TMY3,726830,43.52,-119.02,1271
Corvallis Muni,TMY3,726945,44.48,-123.28,77
EUGENE,TMY2-24221,726930,44.12,-123.22,109
Klamath Falls Intl Ap  Uo,TMY3,725895,42.22,-121.74,1220
La Grande Muni Ap,TMY3,726884,45.28,-118,827
Lakeview  Awos,TMY3,725976,42.17,-120.4,1441
MEDFORD,TMY2-24225,725970,42.37,-122.87,396
NORTH_BEND,TMY2-24284,726917,43.42,-124.25,5
North Bend,TMY--24284,726917,43.42,-124.25,4
North Bend Muni Airport,TMY3,726917,43.42,-124.25,2
PENDLETON,TMY2-24155,726880,45.68,-118.85,456
PORTLAND,TMY2-24229,726980,45.6,-122.6,12
Portland,TMY--24229,726980,45.6,-122.6,12
Portland International Ap,TMY3,726980,45.6,-122.62,6
REDMOND,TMY2-24230,726835,44.27,-121.15,940
SALEM,TMY2-24232,726940,44.92,-123.02,61
Sexton Summit,TMY3,725975,42.6,-123.37,1168
ALLENTOWN,TMY2-14737,725170,40.65,-75.43,117
BRADFORD,TMY2-04751,725266,41.8,-78.63,600
Bradford Regional Ap,TMY3,725266,41.8,-78.63,645
Butler Co   Awos,TMY3,725124,40.78,-79.95,380
ERIE,TMY2-14860,725260,42.08,-80.18,225
Erie,TMY--14860,725260,42.08,-80.18,225
Erie International Ap,TMY3,725260,42.08,-80.18,222
HARRISBURG,TMY2-14751,725115,40.22,-76.85,106
Middletown Harrisburg Intl Ap,TMY3,725115,40.2,-76.77,92
PHILADELPHIA,TMY2-13739,724086,39.88,-75.25,9
Philadelphia/Willow Gr,TMY--13739,724080,40.2,-75.15,110
Philadelphia International Ap,TMY3,724080,39.87,-75.23,2
PITTSBURGH,TMY2-94823,725200,40.5,-80.22,373
Pittsburgh/Pittsburgh,TMY--94823,725200,40.5,-80.22,373
Pittsburgh International Ap,TMY3,725200,40.5,-80.23,350
Washington  Awos,TMY3,725117,40.13,-80.28,361
WILLIAMSPORT,TMY2-14778,725140,41.27,-77.05,243
Williamsport Regional Ap,TMY3,725140,41.25,-76.92,158
Willow Grove Nas,TMY3,724086,40.2,-75.15,102
Block Island State Arpt,TMY3,725058,41.17,-71.58,34
Pawtucket  Awos,TMY3,725054,41.92,-71.5,134
PROVIDENCE,TMY2-14765,725070,41.73,-71.43,19
Anderson County Ap,TMY3,723125,34.5,-82.72,232
Beaufort Mcas,TMY3,722085,32.48,-80.72,10
CHARLESTON,TMY2-13880,722080,32.9,-80.03,12
Charleston,TMY--13880,722080,32.9,-80.03,15
Charleston Intl Arpt,TMY3,722080,32.9,-80.03,12
COLUMBIA,TMY2-13883,723100,33.95,-81.12,69
Columbia,TMY--13883,723100,33.95,-81.12,69
Columbia Metro Arpt,TMY3,723100,33.95,-81.12,65
Florence Regional Ap,TMY3,723106,34.18,-79.73,44
Myrtle Beach Afb,TMY3,747910,33.68,-78.93,8
Sumter Shaw Afb,TMY3,747900,33.97,-80.47,74
Aberdeen Regional Arpt,TMY3,726590,45.45,-98.42,398
Brookings  Awos,TMY3,726515,44.3,-96.82,502
Ellsworth Afb,TMY3,726625,44.15,-103.1,980
HURON,TMY2-14936,726540,44.38,-98.22,393
Huron,TMY--14936,726540,44.38,-98.22,393
Huron Regional Arpt,TMY3,726540,44.4,-98.22,390
Mitchell  Awos,TMY3,726545,43.77,-98.03,397
Mobridge,TMY3,726685,45.53,-100.43,508
PIERRE,TMY2-24025,726686,44.38,-100.28,526
Pierre,TMY--24025,726686,44.38,-100.28,531
Pierre Municipal Ap,TMY3,726686,44.38,-100.28,528
RAPID_CITY,TMY2-24090,726620,44.05,-103.07,966
Rapid City,TMY--24090,726620,44.05,-103.07,966
Rapid City Regional Arpt,TMY3,726620,44.05,-103.05,963
SIOUX_FALLS,TMY2-14944,726510,43.57,-96.73,435
Watertown Municipal Ap,TMY3,726546,44.93,-97.15,532
BRISTOL,TMY2-13877,723183,36.48,-82.4,459
CHATTANOOGA,TMY2-13882,723240,35.03,-85.2,210
Crossville Memorial Ap,TMY3,723265,35.95,-85.08,569
Dyersburg Municipal Ap,TMY3,723347,36.02,-89.4,103
KNOXVILLE,TMY2-13891,723260,35.82,-83.98,299
MEMPHIS,TMY2-13893,723340,35.05,-89.98,87
Memphis,TMY--13893,723340,35.05,-90,87
Memphis International Ap,TMY3,723340,35.07,-89.98,81
NASHVILLE,TMY2-13897,723270,36.12,-86.68,180
Nashville,TMY--13897,723270,36.13,-86.68,180
Nashville International Ap,TMY3,723270,36.12,-86.68,177
ABILENE,TMY2-13962,722660,32.43,-99.68,534
Abilene,TMY--13962,722660,32.42,-99.68,546
Abilene Regional Ap  Ut,TMY3,722660,32.47,-99.71,530
Alice Intl Ap,TMY3,722517,27.73,-98.03,53
AMARILLO,TMY2-23047,723630,35.23,-101.7,1098
Amarillo,TMY--23047,723630,35.23,-101.7,1099
Amarillo International Ap  Can,TMY3,723630,34.99,-101.9,1068
AUSTIN,TMY2-13958,722540,30.3,-97.7,189
BROWNSVILLE,TMY2-12919,722500,25.9,-97.43,6
Childress Municipal Ap,TMY3,723604,34.43,-100.28,595
CORPUS_CHRISTI,TMY2-12924,722510,27.77,-97.5,13
Corpus Christi,TMY--12924,722510,27.77,-97.5,13
Corpus Christi Intl Arpt  Ut,TMY3,722510,27.88,-97.63,6
Corpus Christi Nas,TMY3,722515,27.68,-97.28,6
Cotulla Faa Ap,TMY3,722526,28.45,-99.22,141
Cox Fld,TMY3,722587,33.63,-95.45,171
Dalhart Municipal Ap,TMY3,722636,36.02,-102.55,1216
Del Rio/Intl Ap,TMY--22010,722610,29.36,-100.78,327
Del Rio  Ut,TMY3,722610,29.38,-100.91,308
EL_PASO,TMY2-23044,722700,31.8,-106.4,1194
El Paso,TMY--23044,722700,31.8,-106.4,1194
El Paso International Ap  Ut,TMY3,722700,31.77,-106.5,1186
FORT_WORTH,TMY2-03927,722596,32.83,-97.05,164
Fort Worth Nas,TMY3,722595,32.77,-97.45,185
Galveston Scholes,TMY3,722420,29.3,-94.8,16
Georgetown  Awos,TMY3,722547,30.68,-97.68,240
Hondo Municipal Ap,TMY3,722533,29.37,-99.17,280
Killeen Muni  Awos,TMY3,722575,31.08,-97.68,258
Kingsville/NAS,TMY--12928,722516,27.5,-97.82,15
Kingsville,TMY3,722516,27.5,-97.82,17
Laredo AFB,TMY--12907,722520,27.53,-99.46,152
Laredo Intl Ap  Ut,TMY3,722520,27.57,-99.49,142
LUBBOCK,TMY2-23042,722670,33.65,-101.82,988
Lubbock/Int'l Arpt,TMY--23042,722670,33.65,-101.82,988
Lubbock International Ap,TMY3,722670,33.67,-101.82,992
LUFKIN,TMY2-93987,722446,31.23,-94.75,96
Marfa Ap,TMY3,722640,30.37,-104.02,1473
Mc Gregor  Awos,TMY3,722563,31.48,-97.32,180
Midland/Odessa,TMY--23023,722650,31.95,-102.18,872
Midland International Ap,TMY3,722650,31.95,-102.18,872
Nacogdoches  Awos,TMY3,722499,31.58,-94.72,108
Palacios Municipal Ap,TMY3,722555,28.72,-96.25,5
Randolph Afb,TMY3,722536,29.53,-98.28,232
SAN_ANGELO,TMY2-23034,722630,31.37,-100.5,582
SAN_ANTONIO,TMY2-12921,722536,29.53,-98.47,242
San Antonio/Randolph A,TMY--12921,722530,29.53,-98.28,232
San Antonio Intl Ap,TMY3,722530,29.53,-98.47,247
VICTORIA,TMY2-12912,722550,28.85,-96.92,32
Victoria Regional Ap,TMY3,722550,28.87,-96.93,35
WACO,TMY2-13959,722560,31.62,-97.22,155
Waco,TMY--13959,722560,31.62,-97.22,155
Waco Regional Ap,TMY3,722560,31.62,-97.23,152
WICHITA_FALLS,TMY2-13966,723510,33.97,-98.48,314
Wichita Falls/Sheppard,TMY--13966,723510,33.98,-98.5,314
Wichita Falls Municipal Arpt,TMY3,723510,33.98,-98.5,314
CEDAR_CITY,TMY2-93129,724755,37.7,-113.1,1712
Cedar City,TMY--93129,724755,37.7,-113.1,1714
Cedar City Municipal Ap,TMY3,724755,37.7,-113.1,1703
Provo Muni  Awos,TMY3,725724,40.22,-111.72,1369
Saint George  Awos,TMY3,724754,37.08,-113.6,896
SALT_LAKE_CITY,TMY2-24127,725720,40.77,-111.97,1288
Salt Lake City,TMY--24127,725720,40.78,-111.97,1288
Salt Lake City IntL Arpt  Isis,TMY3,725720,40.77,-111.97,1288
Vernal,TMY3,725705,40.43,-109.52,1608
Wendover Usaf Auxiliary Field,TMY3,725810,40.72,-114.03,1291
Danville Faa Ap,TMY3,724106,36.57,-79.33,176
Davison Aaf,TMY3,724037,38.72,-77.18,27
Farmville,TMY3,724017,37.35,-78.43,125
Langley Afb,TMY3,745980,37.08,-76.35,3
LYNCHBURG,TMY2-13733,724100,37.33,-79.2,279
Manassas Muni Awos,TMY3,724036,38.72,-77.52,59
Newport News,TMY3,723086,37.13,-76.5,13
NORFOLK,TMY2-13737,723080,36.9,-76.2,9
Norfolk,TMY--13737,723080,36.9,-76.2,9
Norfolk International Ap,TMY3,723080,36.9,-76.2,7
Norfolk Nas,TMY3,723085,36.95,-76.28,10
Oceana Nas,TMY3,723075,36.82,-76.03,8
Dinwiddie Co,TMY3,724014,37.18,-77.52,60
Quantico Mcas,TMY3,724035,38.5,-77.3,4
RICHMOND,TMY2-13740,724010,37.5,-77.33,50
Richmond,TMY--13740,724010,37.5,-77.33,54
Richmond International Ap,TMY3,724010,37.52,-77.32,50
ROANOKE,TMY2-13741,724110,37.32,-79.97,358
Winchester Rgnl,TMY3,724053,39.15,-78.15,222
BURLINGTON,TMY2-14742,726170,44.47,-73.15,104
Burlington,TMY--14742,726170,44.47,-73.15,104
Burlington International Ap,TMY3,726170,44.47,-73.15,101
Montpelier Ap,TMY3,726145,44.2,-72.57,343
Rutland State,TMY3,725165,43.52,-72.95,246
Bellingham Intl Ap,TMY3,727976,48.8,-122.53,45
Bremerton National,TMY3,727928,47.48,-122.75,137
Fairchild Afb,TMY3,727855,47.63,-117.65,743
Hanford,TMY3,727840,46.57,-119.6,223
Hoquiam Ap,TMY3,727923,46.98,-123.93,4
Kelso Wb Ap,TMY3,727924,46.13,-122.9,5
OLYMPIA,TMY2-24227,727920,46.97,-122.9,61
Olympia,TMY--24227,727920,46.97,-122.9,61
Olympia Airport,TMY3,727920,46.97,-122.9,63
QUILLAYUTE,TMY2-94240,727970,47.95,-124.55,55
Quillayute State Airport,TMY3,727970,47.93,-124.57,55
Snohomish Co,TMY3,727937,47.9,-122.28,189
SPOKANE,TMY2-24157,727855,47.63,-117.53,721
Spokane/Fairchild AFB,TMY--24157,727850,47.62,-117.65,750
Spokane International Ap  Chen,TMY3,727850,47.49,-117.59,777
Stampede Pass,TMY3,727815,47.28,-121.33,1206
Tacoma Narrows,TMY3,727938,47.27,-122.58,91
Whidbey Island NAS,TMY--24255,690230,48.35,-122.66,10
Whidbey Island Nas,TMY3,690230,48.35,-122.67,10
YAKIMA,TMY2-24243,727810,46.57,-120.53,325
EAU_CLAIRE,TMY2-14991,726435,44.87,-91.48,273
Eau Claire,TMY--14991,726435,44.87,-91.48,276
Eau Claire County Ap,TMY3,726435,44.87,-91.48,271
Antigo Lang Awos,TMY3,726626,45.15,-87.15,464
GREEN_BAY,TMY2-14898,726450,44.48,-88.13,214
LA_CROSSE,TMY2-14920,726430,43.87,-91.25,205
La Crosse,TMY--14920,726430,43.87,-91.25,202
La Crosse Municipal Arpt,TMY3,726430,43.87,-91.25,198
MADISON,TMY2-14837,726410,43.13,-89.33,262
Manitowac Muni Awos,TMY3,726455,44.13,-87.68,198
Marshfield Muni,TMY3,726574,44.63,-90.18,389
MILWAUKEE,TMY2-14839,726400,42.95,-87.9,211
Rice Lake Municipal,TMY3,726467,45.48,-91.72,347
Watertown,TMY3,726464,43.17,-88.72,254
Wausau Municipal Arpt,TMY3,726463,44.92,-89.63,366
Wittman Rgnl,TMY3,726456,43.98,-88.55,253
CHARLESTON,TMY2-13866,724140,38.37,-81.6,290
ELKINS,TMY2-13729,724170,38.88,-79.85,594
HUNTINGTON,TMY2-03860,724250,38.37,-82.55,255
CASPER,TMY2-24089,725690,42.92,-106.47,1612
CHEYENNE,TMY2-24018,725640,41.15,-104.82,1872
Cheyenne/Warren AFB,TMY--24018,725640,41.15,-104.82,1872
Cheyenne Municipal Arpt,TMY3,725640,41.15,-104.8,1867
Cody Muni  Awos,TMY3,726700,44.52,-109.02,1553
Jackson Hole,TMY3,725776,43.6,-110.73,2016
LANDER,TMY2-24021,725760,42.82,-108.73,1696
ROCK_SPRINGS,TMY2-24027,725744,41.6,-109.07,2056
SHERIDAN,TMY2-24029,726660,44.77,-106.97,1209
Sheridan,TMY--24029,726660,44.77,-106.97,1209
Sheridan County Arpt,TMY3,726660,44.77,-106.97,1208
Worland Municipal,TMY3,726665,43.97,-107.95,1294
TASHKENT,IWEC Data,384570,41.27,69.27,458
CARACAS,IWEC Data,804150,10.6,-66.98,48
HANOI,IWEC Data,488200,21.02,105.8,6
CAPE TOWN,IWEC Data,688160,-33.98,18.6,42
JOHANNESBURG,IWEC Data,683680,-26.13,28.23,1700
HARARE,IWEC Data,677750,-17.92,31.13,1503